elements,image_1,image_1.src,cond,emo,encoder_gender,block,trial,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF05SAS.JPG,unmasked,SAS,F,3,34,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM11ANS.JPG,masked,ANS,M,3,35,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF33AFS.JPG,unmasked,AFS,F,4,1,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF22AFS.JPG,masked,AFS,F,4,2,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF14AFS.JPG,masked,AFS,F,4,3,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM01NES.JPG,masked,NES,M,4,4,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM11NES.JPG,unmasked,NES,M,4,5,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM18DIS.JPG,unmasked,DIS,M,4,6,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF06NES.JPG,unmasked,NES,F,4,7,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM05SAS.JPG,unmasked,SAS,M,4,8,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF20SAS.JPG,unmasked,SAS,F,4,9,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF20ANS.JPG,masked,ANS,F,4,10,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM31DIS.JPG,masked,DIS,M,4,11,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM25AFS.JPG,unmasked,AFS,M,4,12,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM17ANS.JPG,masked,ANS,M,4,13,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF06HAS.JPG,masked,HAS,F,4,14,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF05SAS.JPG,masked,SAS,F,4,15,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM17HAS.JPG,unmasked,HAS,M,4,16,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM16SUS.JPG,masked,SUS,M,4,17,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF23ANS.JPG,masked,ANS,F,4,18,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM10ANS.JPG,masked,ANS,M,4,19,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF16AFS.JPG,masked,AFS,F,4,20,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF20HAS.JPG,masked,HAS,F,4,21,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM11AFS.JPG,masked,AFS,M,4,22,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM24DIS.JPG,masked,DIS,M,4,23,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM27DIS.JPG,unmasked,DIS,M,4,24,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM12DIS.JPG,masked,DIS,M,4,25,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM11AFS.JPG,unmasked,AFS,M,4,26,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF14ANS.JPG,unmasked,ANS,F,4,27,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM28SUS.JPG,masked,SUS,M,4,28,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM17AFS.JPG,masked,AFS,M,4,29,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM05ANS.JPG,masked,ANS,M,4,30,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF22HAS.JPG,masked,HAS,F,4,31,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM26HAS.JPG,unmasked,HAS,M,4,32,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM35SUS.JPG,unmasked,SUS,M,4,33,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF20SAS.JPG,masked,SAS,F,4,34,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM09SUS.JPG,unmasked,SUS,M,4,35,
,,,,,,,,
