elements,image_1,image_1.src,cond,emo,encoder_gender,block,trial,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF22SUS.JPG,unmasked,SUS,F,1,34,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM14AFS.JPG,masked,AFS,M,1,35,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM14AFS.JPG,unmasked,AFS,M,2,1,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM10NES.JPG,unmasked,NES,M,2,2,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF13DIS.JPG,masked,DIS,F,2,3,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF31ANS.JPG,unmasked,ANS,F,2,4,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM07HAS.JPG,masked,HAS,M,2,5,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF22SUS.JPG,masked,SUS,F,2,6,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM32HAS.JPG,unmasked,HAS,M,2,7,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM11SAS.JPG,unmasked,SAS,M,2,8,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF14AFS.JPG,unmasked,AFS,F,2,9,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF05NES.JPG,unmasked,NES,F,2,10,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF05NES.JPG,masked,NES,F,2,11,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF21DIS.JPG,masked,DIS,F,2,12,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF13SAS.JPG,masked,SAS,F,2,13,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF09DIS.JPG,unmasked,DIS,F,2,14,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF32SUS.JPG,masked,SUS,F,2,15,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF14ANS.JPG,masked,ANS,F,2,16,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM11SAS.JPG,masked,SAS,M,2,17,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM07HAS.JPG,unmasked,HAS,M,2,18,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM09SUS.JPG,masked,SUS,M,2,19,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF35SUS.JPG,masked,SUS,F,2,20,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF11HAS.JPG,unmasked,HAS,F,2,21,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM11ANS.JPG,unmasked,ANS,M,2,22,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF28AFS.JPG,masked,AFS,F,2,23,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF16AFS.JPG,unmasked,AFS,F,2,24,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF22ANS.JPG,masked,ANS,F,2,25,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM11SUS.JPG,masked,SUS,M,2,26,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM10NES.JPG,masked,NES,M,2,27,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF17DIS.JPG,masked,DIS,F,2,28,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM12DIS.JPG,unmasked,DIS,M,2,29,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM31NES.JPG,unmasked,NES,M,2,30,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM32SAS.JPG,unmasked,SAS,M,2,31,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF23SUS.JPG,masked,SUS,F,2,32,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM31DIS.JPG,unmasked,DIS,M,2,33,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM13NES.JPG,masked,NES,M,2,34,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF22AFS.JPG,unmasked,AFS,F,2,35,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF33HAS.JPG,unmasked,HAS,F,3,1,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF13NES.JPG,unmasked,NES,F,3,2,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF19NES.JPG,masked,NES,F,3,3,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM17HAS.JPG,masked,HAS,M,3,4,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF28AFS.JPG,unmasked,AFS,F,3,5,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM16SUS.JPG,unmasked,SUS,M,3,6,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM27DIS.JPG,masked,DIS,M,3,7,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF20HAS.JPG,unmasked,HAS,F,3,8,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF35SUS.JPG,unmasked,SUS,F,3,9,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF32SUS.JPG,unmasked,SUS,F,3,10,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM17AFS.JPG,unmasked,AFS,M,3,11,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF29NES.JPG,masked,NES,F,3,12,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF12DIS.JPG,masked,DIS,F,3,13,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AM19SAS.JPG,unmasked,SAS,M,3,14,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF22HAS.JPG,unmasked,HAS,F,3,15,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF21DIS.JPG,unmasked,DIS,F,3,16,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF19NES.JPG,unmasked,NES,F,3,17,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM25AFS.JPG,masked,AFS,M,3,18,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF06HAS.JPG,unmasked,HAS,F,3,19,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM32SAS.JPG,masked,SAS,M,3,20,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF01SUS.JPG,unmasked,SUS,F,3,21,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF33HAS.JPG,masked,HAS,F,3,22,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF13SAS.JPG,unmasked,SAS,F,3,23,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM11NES.JPG,masked,NES,M,3,24,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF09DIS.JPG,masked,DIS,F,3,25,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF23ANS.JPG,unmasked,ANS,F,3,26,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF31ANS.JPG,masked,ANS,F,3,27,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF12DIS.JPG,unmasked,DIS,F,3,28,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM32HAS.JPG,masked,HAS,M,3,29,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF33AFS.JPG,masked,AFS,F,3,30,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AF01SUS.JPG,masked,SUS,F,3,31,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/M_AM35SUS.JPG,masked,SUS,M,3,32,
image_1,"{
  ""type"": ""image"",  ""height"": 600,  ""width"": 441,  ""onset"": 0,  ""duration"": 2000,  ""x"" : 0,  ""y"" : 0,  ""end_trial"": ""yes""    }",../User/KDEF_top5/all/U_AF29NES.JPG,unmasked,NES,F,3,33,
